mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_rolloff,spectral_bandwidth,zcr,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,tempo,rms,genre,filename
-202.88756,132.38377,12.001245,43.771038,-10.231296,17.12234,-13.5626,15.044013,-16.261728,9.421977,-11.64568,7.0476594,-4.317207,1490.5209977308093,3094.047957381966,1909.9326034575947,0.05873774005901703,22.49242488194225,14.548572149312882,18.538891516432574,17.681340890594495,16.448008087639053,17.25654312977584,36.543911741512204,0.3924198,0.40131617,0.4160133,0.37529498,0.3433859,0.3706197,0.30611992,0.28741965,0.3615444,0.46980077,0.6073308,0.51752764,-0.06985499724198467,0.05375536003607102,-0.012804163139798009,-0.10394904256117861,0.024828921875780525,-0.020206510174216454,[99.38401442],0.09350616,hiphop,hiphop.00002.au
-103.65834,73.83582,-16.127468,53.154728,-25.099674,33.991577,-13.64172,25.99047,-18.906933,18.668743,-12.777742,9.545628,-16.148779,2955.2644930453703,5928.739149725474,2478.4332031027843,0.16334179385158668,22.953321126464886,14.512040233181661,17.66601622514422,16.853913933104376,15.865296666364072,16.337346490656923,43.1439042824903,0.4251911,0.35288802,0.41083065,0.44047084,0.4531041,0.5826333,0.45154792,0.47078338,0.4536669,0.46267477,0.4217699,0.36551037,-0.048970520984371754,0.054889232565072686,-0.009051404443595718,0.021494168785311026,-0.01266389776070133,0.0037569693490090246,[123.046875],0.08899233,metal,metal.00029.au
-177.2906,89.63707,9.614038,65.46783,-1.0167571,15.514672,8.010461,16.342636,0.26795137,2.6445181,2.8961604,0.64221567,2.5766916,1931.4896901504014,4123.183401007402,2205.638614424234,0.05904763992356811,25.265304414399054,17.938096197278742,21.156641490903507,19.337573307617024,18.702143486263132,17.89647670267037,17.821616794408182,0.39324674,0.32587713,0.3523098,0.29909927,0.31550196,0.41393802,0.2834181,0.25941804,0.3095923,0.44870624,0.63930357,0.44285527,-0.07455592831748557,0.07484235027755264,-0.07793649173725183,-0.09833065945303342,0.03031671906453469,-0.026743552288914157,[143.5546875],0.11992645,reggae,reggae.00041.au
-192.50781,80.95126,25.701668,18.5341,14.171379,1.265469,4.092948,-1.416841,2.6607602,5.235185,3.7162201,0.2937416,7.3394523,2428.6412687077973,5927.730822489358,3007.4099703213597,0.06904795738196594,20.26716841159083,17.977511745074732,22.745529092392072,23.641678451327454,21.355561312858427,18.15561032812019,16.370935812885115,0.2533343,0.22333987,0.3074762,0.2741692,0.22799917,0.3891815,0.26883218,0.36493495,0.33621415,0.3071154,0.34799063,0.19213642,-0.030267536248498775,0.04628805908423472,-0.015905475341239404,0.00010942450678379139,-0.005963406296223032,-0.0026105442742136126,[129.19921875],0.09153846,jazz,jazz.00088.au
-101.081245,72.40871,-2.3747907,46.051167,5.5450935,24.215149,3.540355,14.531002,5.654686,13.53511,4.972193,9.905891,2.9368954,2355.621296823601,5176.777030070869,2496.919774597185,0.07013033934791021,26.839904673252416,14.839599196524263,16.164717252927097,17.047011793640607,16.26582629905627,16.50318079756249,17.995444170364614,0.47904897,0.39339167,0.36234593,0.40715745,0.49295545,0.57167155,0.55199087,0.52216065,0.49316567,0.52117956,0.5465452,0.5585528,0.011616441750340186,-0.003965872984452216,-0.0403039688583257,-0.017935504368434666,-0.0002774701976235173,-0.01555693449128863,[99.38401442],0.16661067,hiphop,hiphop.00056.au
-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.237971,-4.1778646,-6.688475,-3.2634773,-7.9670053,1043.9737111043523,1945.0382386198723,1393.023731509997,0.04559534031540248,26.505460123239963,17.657844231096867,21.715012647906338,19.313298288759725,20.027465940897656,20.53474712558053,16.389462336831585,0.3579086,0.22907342,0.22680144,0.17756736,0.28819132,0.31439266,0.26800874,0.29872093,0.2845668,0.42760697,0.30729192,0.2871658,0.07362925219469801,0.07018249060928324,-0.06216360818761932,0.039539963525255344,-0.010235650402222072,0.009829761646579914,[107.66601562],0.1098368,country,country.00021.au
-296.6781,172.37866,16.867044,18.952925,1.367167,14.381316,0.9986541,9.520248,-7.4175553,3.5217025,-7.659343,-0.10418455,-7.962856,749.3568923103393,1133.701477995598,1211.0045035687272,0.03169028456366099,25.004806534802018,22.56865138968297,24.12267275473715,25.175188108387104,18.875730738302483,18.04830256517431,30.904741265187525,0.20209548,0.36766586,0.2615318,0.19760118,0.24140841,0.2027981,0.3265874,0.27812856,0.34834018,0.25823575,0.25906265,0.2593056,0.11429871572390739,-0.10178661714543932,-0.017843978888219772,-0.03836635234203489,0.0068043661840458325,-0.03168210266723843,[107.66601562],0.085357636,jazz,jazz.00009.au
-149.00017,107.24382,11.1901455,26.698795,11.405787,-3.808101,14.028653,-5.8929515,-11.049588,2.8112707,-8.445196,3.1889074,-0.7737128,1939.716518680421,4126.216715998694,2482.432245833719,0.0639731581366099,29.405682352907192,17.042896099315698,20.831521615593253,18.27279759286204,18.67378696108822,21.547119730950744,16.364152705042684,0.32462025,0.27734548,0.32920372,0.27906772,0.2963206,0.49716163,0.27541324,0.22068201,0.18921255,0.26863027,0.4379391,0.33528006,-0.002715144552290473,0.06179324401735994,-0.07509969128944535,-0.04809942159761374,0.018176879505616122,-0.013301690967952454,[117.45383523],0.116934404,country,country.00048.au
-74.0531,58.0152,9.140951,29.258945,12.535322,-0.18953325,0.16529681,1.3719066,-5.0915,1.3520697,2.8511605,-1.560881,0.8852588,3122.9386087150997,6473.494188999613,2918.2212026844577,0.1335615506482198,25.951597791168567,15.835963281705846,20.321574394130856,19.500024535956662,19.423273530838383,18.35849564834956,16.039765189816396,0.44221482,0.511475,0.41163903,0.4358614,0.42791674,0.43307552,0.35307914,0.38559863,0.44144848,0.31829256,0.28765145,0.2960912,-0.05783267481265159,-0.043222316277827806,-0.07677415162959246,0.020068419294218102,0.010501287726829745,-0.01187040398672984,[92.28515625],0.18103953,reggae,reggae.00061.au
-482.67636,154.86115,-5.0259824,29.73767,-1.8687447,8.223097,-4.7659545,9.646515,-3.3353899,4.5322237,-10.103474,-0.66671294,-2.4448435,1054.4585145386827,1947.2048921850812,1455.4498536124795,0.04766448880127709,18.275512359010026,22.99158707833484,23.601416892485034,23.865673180529868,21.54161292897944,19.926384966769035,23.84680421664422,0.2190599,0.23902053,0.6498103,0.2618748,0.08797824,0.050590638,0.14219287,0.27119508,0.13931075,0.25697657,0.126129,0.18677546,0.29261148315420443,0.11727939094002497,0.019519943788635946,-0.15457632468909543,-0.05965920000285385,-0.011020131967817592,[99.38401442],0.008008791,classical,classical.00016.au
